id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away,winner
610,2017,Pune,29-04-2017,RPS,RCB,RCB,field,Maharashtra Cricket Association Stadium,112.1875,89.92307692,16,13,1795,1169,home
611,2017,Rajkot,29-04-2017,GL,MI,GL,bat,Saurashtra Cricket Association Stadium,97.14285714,105.1176471,14,17,1360,1787,away
612,2017,Chandigarh,30-04-2017,DD,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",103.5714286,102,14,14,1450,1428,away
613,2017,Hyderabad,30-04-2017,SH,KKR,KKR,field,"Rajiv Gandhi International Stadium, Uppal",104.3571429,102.6875,14,16,1461,1643,home
614,2017,Mumbai,01-05-2017,RCB,MI,RCB,bat,Wankhede Stadium,89.92307692,105.1176471,13,17,1169,1787,away
615,2017,Pune,01-05-2017,GL,RPS,RPS,field,Maharashtra Cricket Association Stadium,97.14285714,112.1875,14,16,1360,1795,away
616,2017,Delhi,02-05-2017,SH,DD,DD,field,Feroz Shah Kotla,104.3571429,103.5714286,14,14,1461,1450,away
617,2017,Kolkata,03-05-2017,KKR,RPS,RPS,field,Eden Gardens,102.6875,112.1875,16,16,1643,1795,away
618,2017,Delhi,04-05-2017,GL,DD,DD,field,Feroz Shah Kotla,97.14285714,103.5714286,14,14,1360,1450,away
619,2017,Bangalore,05-05-2017,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,102,89.92307692,14,13,1428,1169,home
620,2017,Hyderabad,06-05-2017,RPS,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",112.1875,104.3571429,16,14,1795,1461,home
621,2017,Delhi,06-05-2017,MI,DD,DD,field,Feroz Shah Kotla,105.1176471,103.5714286,17,14,1787,1450,home
622,2017,Bangalore,07-05-2017,RCB,KKR,KKR,field,M Chinnaswamy Stadium,89.92307692,102.6875,13,16,1169,1643,away
623,2017,Chandigarh,07-05-2017,KXIP,GL,GL,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",102,97.14285714,14,14,1428,1360,away
624,2017,Hyderabad,08-05-2017,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",105.1176471,104.3571429,17,14,1787,1461,away
625,2017,Chandigarh,09-05-2017,KXIP,KKR,KKR,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",102,102.6875,14,16,1428,1643,home
626,2017,Kanpur,10-05-2017,GL,DD,DD,field,Green Park,97.14285714,103.5714286,14,14,1360,1450,away
627,2017,Mumbai,11-05-2017,KXIP,MI,MI,field,Wankhede Stadium,102,105.1176471,14,17,1428,1787,home
628,2017,Delhi,12-05-2017,DD,RPS,DD,bat,Feroz Shah Kotla,103.5714286,112.1875,14,16,1450,1795,home
629,2017,Kanpur,13-05-2017,GL,SH,SH,field,Green Park,97.14285714,104.3571429,14,14,1360,1461,away
630,2017,Kolkata,13-05-2017,MI,KKR,KKR,field,Eden Gardens,105.1176471,102.6875,17,16,1787,1643,home
631,2017,Pune,14-05-2017,KXIP,RPS,RPS,field,Maharashtra Cricket Association Stadium,102,112.1875,14,16,1428,1795,away
632,2017,Delhi,14-05-2017,RCB,DD,RCB,bat,Feroz Shah Kotla,89.92307692,103.5714286,13,14,1169,1450,home
633,2017,Mumbai,16-05-2017,RPS,MI,MI,field,Wankhede Stadium,112.1875,105.1176471,16,17,1795,1787,home
634,2017,Bangalore,17-05-2017,SH,KKR,KKR,field,M Chinnaswamy Stadium,104.3571429,102.6875,14,16,1461,1643,away
635,2017,Bangalore,19-05-2017,KKR,MI,MI,field,M Chinnaswamy Stadium,102.6875,105.1176471,16,17,1643,1787,away
636,2017,Hyderabad,21-05-2017,MI,RPS,MI,bat,"Rajiv Gandhi International Stadium, Uppal",105.1176471,112.1875,17,16,1787,1795,home
