,Unnamed: 0,id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
611,611,612,2017,Chandigarh,30-04-2017,DD,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,0,0,14,14,1450,1428
612,612,613,2017,Hyderabad,30-04-2017,SH,KKR,KKR,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,16,1461,1643
613,613,614,2017,Mumbai,01-05-2017,RCB,MI,RCB,bat,Wankhede Stadium,MI,0,0,13,17,1169,1787
614,614,615,2017,Pune,01-05-2017,GL,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,0,0,14,16,1360,1795
615,615,616,2017,Delhi,02-05-2017,SH,DD,DD,field,Feroz Shah Kotla,DD,0,0,14,14,1461,1450
616,616,617,2017,Kolkata,03-05-2017,KKR,RPS,RPS,field,Eden Gardens,RPS,0,0,16,16,1643,1795
617,617,618,2017,Delhi,04-05-2017,GL,DD,DD,field,Feroz Shah Kotla,DD,0,0,14,14,1360,1450
618,618,619,2017,Bangalore,05-05-2017,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,KXIP,0,0,14,13,1428,1169
619,619,620,2017,Hyderabad,06-05-2017,RPS,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",RPS,0,0,16,14,1795,1461
620,620,621,2017,Delhi,06-05-2017,MI,DD,DD,field,Feroz Shah Kotla,MI,0,0,17,14,1787,1450
621,621,622,2017,Bangalore,07-05-2017,RCB,KKR,KKR,field,M Chinnaswamy Stadium,KKR,0,0,13,16,1169,1643
622,622,623,2017,Chandigarh,07-05-2017,KXIP,GL,GL,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",GL,0,0,14,14,1428,1360
623,623,624,2017,Hyderabad,08-05-2017,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,17,14,1787,1461
624,624,625,2017,Chandigarh,09-05-2017,KXIP,KKR,KKR,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,0,0,14,16,1428,1643
625,625,626,2017,Kanpur,10-05-2017,GL,DD,DD,field,Green Park,DD,0,0,14,14,1360,1450
626,626,627,2017,Mumbai,11-05-2017,KXIP,MI,MI,field,Wankhede Stadium,KXIP,0,0,14,17,1428,1787
627,627,628,2017,Delhi,12-05-2017,DD,RPS,DD,bat,Feroz Shah Kotla,DD,0,0,14,16,1450,1795
628,628,629,2017,Kanpur,13-05-2017,GL,SH,SH,field,Green Park,SH,0,0,14,14,1360,1461
629,629,630,2017,Kolkata,13-05-2017,MI,KKR,KKR,field,Eden Gardens,MI,0,0,17,16,1787,1643
630,630,631,2017,Pune,14-05-2017,KXIP,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,0,0,14,16,1428,1795
631,631,632,2017,Delhi,14-05-2017,RCB,DD,RCB,bat,Feroz Shah Kotla,RCB,0,0,13,14,1169,1450
632,632,633,2017,Mumbai,16-05-2017,RPS,MI,MI,field,Wankhede Stadium,RPS,0,0,16,17,1795,1787
633,633,634,2017,Bangalore,17-05-2017,SH,KKR,KKR,field,M Chinnaswamy Stadium,KKR,0,0,14,16,1461,1643
634,634,635,2017,Bangalore,19-05-2017,KKR,MI,MI,field,M Chinnaswamy Stadium,MI,0,0,16,17,1643,1787
635,635,636,2017,Hyderabad,21-05-2017,MI,RPS,MI,bat,"Rajiv Gandhi International Stadium, Uppal",MI,0,0,17,16,1787,1795
