id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
394,2013,Hyderabad,19-05-2013,KKR,SH,KKR,bat,"Rajiv Gandhi International Stadium, Uppal",SH,101.1875,110.7647059,16,17,1619,1883
395,2013,Delhi,21-05-2013,CSK,MI,CSK,bat,Feroz Shah Kotla,CSK,117.2777778,117.1578947,18,19,2111,2226
396,2013,Delhi,22-05-2013,SH,RR,SH,bat,Feroz Shah Kotla,RR,110.7647059,109.2777778,17,18,1883,1967
397,2013,Kolkata,24-05-2013,RR,MI,RR,bat,Eden Gardens,MI,109.2777778,117.1578947,18,19,1967,2226
398,2013,Kolkata,26-05-2013,MI,CSK,MI,bat,Eden Gardens,MI,117.1578947,117.2777778,19,18,2226,2111
399,2014,Abu Dhabi,16-04-2014,KKR,MI,KKR,bat,Sheikh Zayed Stadium,KKR,107.4375,94.86666667,16,15,1719,1423
400,2014,Sharjah,17-04-2014,DD,RCB,RCB,field,Sharjah Cricket Stadium,RCB,79.71428571,102.5714286,14,14,1116,1436
401,2014,Abu Dhabi,18-04-2014,CSK,KXIP,CSK,bat,Sheikh Zayed Stadium,KXIP,115.5,119.4705882,16,17,1848,2031
402,2014,Abu Dhabi,18-04-2014,SH,RR,RR,field,Sheikh Zayed Stadium,RR,107.2142857,99.28571429,14,14,1501,1390
403,2014,,19-04-2014,MI,RCB,RCB,field,Dubai International Cricket Stadium,RCB,94.86666667,102.5714286,15,14,1423,1436
404,2014,,19-04-2014,KKR,DD,KKR,bat,Dubai International Cricket Stadium,DD,107.4375,79.71428571,16,14,1719,1116
405,2014,Sharjah,20-04-2014,RR,KXIP,KXIP,field,Sharjah Cricket Stadium,KXIP,99.28571429,119.4705882,14,17,1390,2031
406,2014,Abu Dhabi,21-04-2014,CSK,DD,CSK,bat,Sheikh Zayed Stadium,CSK,115.5,79.71428571,16,14,1848,1116
407,2014,Sharjah,22-04-2014,KXIP,SH,SH,field,Sharjah Cricket Stadium,KXIP,119.4705882,107.2142857,17,14,2031,1501
408,2014,,23-04-2014,CSK,RR,RR,field,Dubai International Cricket Stadium,CSK,115.5,99.28571429,16,14,1848,1390
409,2014,Sharjah,24-04-2014,KKR,RCB,RCB,field,Sharjah Cricket Stadium,KKR,107.4375,102.5714286,16,14,1719,1436
410,2014,,25-04-2014,SH,DD,SH,bat,Dubai International Cricket Stadium,SH,107.2142857,79.71428571,14,14,1501,1116
411,2014,,25-04-2014,MI,CSK,MI,bat,Dubai International Cricket Stadium,CSK,94.86666667,115.5,15,16,1423,1848
412,2014,Abu Dhabi,26-04-2014,RCB,RR,RR,field,Sheikh Zayed Stadium,RR,102.5714286,99.28571429,14,14,1436,1390
413,2014,Abu Dhabi,26-04-2014,KXIP,KKR,KKR,field,Sheikh Zayed Stadium,KXIP,119.4705882,107.4375,17,16,2031,1719
414,2014,Sharjah,27-04-2014,MI,DD,MI,bat,Sharjah Cricket Stadium,DD,94.86666667,79.71428571,15,14,1423,1116
415,2014,Sharjah,27-04-2014,SH,CSK,SH,bat,Sharjah Cricket Stadium,CSK,107.2142857,115.5,14,16,1501,1848
416,2014,,28-04-2014,RCB,KXIP,KXIP,field,Dubai International Cricket Stadium,KXIP,102.5714286,119.4705882,14,17,1436,2031
417,2014,Abu Dhabi,29-04-2014,RR,KKR,RR,bat,Sheikh Zayed Stadium,RR,99.28571429,107.4375,14,16,1390,1719
418,2014,,30-04-2014,SH,MI,MI,field,Dubai International Cricket Stadium,SH,107.2142857,94.86666667,14,15,1501,1423
419,2014,Ranchi,02-05-2014,CSK,KKR,CSK,bat,JSCA International Stadium Complex,CSK,115.5,107.4375,16,16,1848,1719
420,2014,Mumbai,03-05-2014,KXIP,MI,KXIP,bat,Wankhede Stadium,MI,119.4705882,94.86666667,17,15,2031,1423
421,2014,Delhi,03-05-2014,DD,RR,RR,field,Feroz Shah Kotla,RR,79.71428571,99.28571429,14,14,1116,1390
422,2014,Bangalore,04-05-2014,SH,RCB,RCB,field,M Chinnaswamy Stadium,RCB,107.2142857,102.5714286,14,14,1501,1436
423,2014,Ahmedabad,05-05-2014,RR,KKR,KKR,field,"Sardar Patel Stadium, Motera",RR,99.28571429,107.4375,14,16,1390,1719
424,2014,Delhi,05-05-2014,DD,CSK,CSK,field,Feroz Shah Kotla,CSK,79.71428571,115.5,14,16,1116,1848
425,2014,Mumbai,06-05-2014,MI,RCB,RCB,field,Wankhede Stadium,MI,94.86666667,102.5714286,15,14,1423,1436
426,2014,Delhi,07-05-2014,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,79.71428571,107.4375,14,16,1116,1719
427,2014,Cuttack,07-05-2014,KXIP,CSK,CSK,field,Barabati Stadium,KXIP,119.4705882,115.5,17,16,2031,1848
428,2014,Ahmedabad,08-05-2014,SH,RR,RR,field,"Sardar Patel Stadium, Motera",SH,107.2142857,99.28571429,14,14,1501,1390
429,2014,Bangalore,09-05-2014,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,KXIP,119.4705882,102.5714286,17,14,2031,1436
430,2014,Delhi,10-05-2014,DD,SH,SH,field,Feroz Shah Kotla,SH,79.71428571,107.2142857,14,14,1116,1501
431,2014,Mumbai,10-05-2014,MI,CSK,CSK,field,Wankhede Stadium,CSK,94.86666667,115.5,15,16,1423,1848
432,2014,Cuttack,11-05-2014,KXIP,KKR,KKR,field,Barabati Stadium,KKR,119.4705882,107.4375,17,16,2031,1719
433,2014,Bangalore,11-05-2014,RCB,RR,RCB,bat,M Chinnaswamy Stadium,RR,102.5714286,99.28571429,14,14,1436,1390
434,2014,Hyderabad,12-05-2014,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",MI,107.2142857,94.86666667,14,15,1501,1423
435,2014,Ranchi,13-05-2014,RR,CSK,RR,bat,JSCA International Stadium Complex,CSK,99.28571429,115.5,14,16,1390,1848
436,2014,Bangalore,13-05-2014,RCB,DD,DD,field,M Chinnaswamy Stadium,RCB,102.5714286,79.71428571,14,14,1436,1116
437,2014,Hyderabad,14-05-2014,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",KXIP,107.2142857,119.4705882,14,17,1501,2031
438,2014,Cuttack,14-05-2014,MI,KKR,KKR,field,Barabati Stadium,KKR,94.86666667,107.4375,15,16,1423,1719
439,2014,Ahmedabad,15-05-2014,RR,DD,DD,field,"Sardar Patel Stadium, Motera",RR,99.28571429,79.71428571,14,14,1390,1116
440,2014,Ranchi,18-05-2014,CSK,RCB,CSK,bat,JSCA International Stadium Complex,RCB,115.5,102.5714286,16,14,1848,1436
441,2014,Hyderabad,18-05-2014,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",KKR,107.2142857,107.4375,14,16,1501,1719
442,2014,Ahmedabad,19-05-2014,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",MI,94.86666667,99.28571429,15,14,1423,1390
443,2014,Delhi,19-05-2014,DD,KXIP,KXIP,field,Feroz Shah Kotla,KXIP,79.71428571,119.4705882,14,17,1116,2031
444,2014,Hyderabad,20-05-2014,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",SH,102.5714286,107.2142857,14,14,1436,1501
445,2014,Kolkata,20-05-2014,CSK,KKR,KKR,field,Eden Gardens,KKR,115.5,107.4375,16,16,1848,1719
446,2014,Chandigarh,21-05-2014,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",MI,119.4705882,94.86666667,17,15,2031,1423
447,2014,Kolkata,22-05-2014,KKR,RCB,RCB,field,Eden Gardens,KKR,107.4375,102.5714286,16,14,1719,1436
448,2014,Ranchi,22-05-2014,CSK,SH,SH,field,JSCA International Stadium Complex,SH,115.5,107.2142857,16,14,1848,1501
449,2014,Mumbai,23-05-2014,MI,DD,DD,field,Wankhede Stadium,MI,94.86666667,79.71428571,15,14,1423,1116
450,2014,Chandigarh,23-05-2014,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,119.4705882,99.28571429,17,14,2031,1390
451,2014,Bangalore,24-05-2014,RCB,CSK,CSK,field,M Chinnaswamy Stadium,CSK,102.5714286,115.5,14,16,1436,1848
452,2014,Kolkata,24-05-2014,SH,KKR,KKR,field,Eden Gardens,KKR,107.2142857,107.4375,14,16,1501,1719
453,2014,Chandigarh,25-05-2014,DD,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,79.71428571,119.4705882,14,17,1116,2031
454,2014,Mumbai,25-05-2014,RR,MI,MI,field,Wankhede Stadium,MI,99.28571429,94.86666667,14,15,1390,1423
455,2014,Kolkata,27-05-2014,KKR,KXIP,KXIP,field,Eden Gardens,KKR,107.4375,119.4705882,16,17,1719,2031
456,2014,Mumbai,28-05-2014,MI,CSK,CSK,field,Brabourne Stadium,CSK,94.86666667,115.5,15,16,1423,1848
457,2014,Mumbai,30-05-2014,KXIP,CSK,CSK,field,Wankhede Stadium,KXIP,119.4705882,115.5,17,16,2031,1848
458,2014,Bangalore,01-06-2014,KXIP,KKR,KKR,field,M Chinnaswamy Stadium,KKR,119.4705882,107.4375,17,16,2031,1719
459,2015,Kolkata,08-04-2015,MI,KKR,KKR,field,Eden Gardens,KKR,121.8125,114.0769231,16,13,1949,1483
460,2015,Chennai,09-04-2015,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",CSK,125.2941176,100.7142857,17,14,2130,1410
461,2015,Pune,10-04-2015,RR,KXIP,KXIP,field,Maharashtra Cricket Association Stadium,RR,106.0714286,93.5,14,14,1485,1309
462,2015,Chennai,11-04-2015,CSK,SH,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,125.2941176,102.5714286,17,14,2130,1436
463,2015,Kolkata,11-04-2015,KKR,RCB,RCB,field,Eden Gardens,RCB,114.0769231,104.875,13,16,1483,1678
464,2015,Delhi,12-04-2015,DD,RR,RR,field,Feroz Shah Kotla,RR,100.7142857,106.0714286,14,14,1410,1485
465,2015,Mumbai,12-04-2015,KXIP,MI,MI,field,Wankhede Stadium,KXIP,93.5,121.8125,14,16,1309,1949
466,2015,Bangalore,13-04-2015,RCB,SH,SH,field,M Chinnaswamy Stadium,SH,104.875,102.5714286,16,14,1678,1436
467,2015,Ahmedabad,14-04-2015,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",RR,121.8125,106.0714286,16,14,1949,1485
468,2015,Kolkata,30-04-2015,CSK,KKR,KKR,field,Eden Gardens,KKR,125.2941176,114.0769231,17,13,2130,1483
469,2015,Pune,15-04-2015,KXIP,DD,KXIP,bat,Maharashtra Cricket Association Stadium,DD,93.5,100.7142857,14,14,1309,1410
470,2015,Visakhapatnam,16-04-2015,SH,RR,RR,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RR,102.5714286,106.0714286,14,14,1436,1485
471,2015,Mumbai,17-04-2015,MI,CSK,MI,bat,Wankhede Stadium,CSK,121.8125,125.2941176,16,17,1949,2130
472,2015,Visakhapatnam,18-04-2015,DD,SH,DD,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,DD,100.7142857,102.5714286,14,14,1410,1436
473,2015,Pune,18-04-2015,KXIP,KKR,KKR,field,Maharashtra Cricket Association Stadium,KKR,93.5,114.0769231,14,13,1309,1483
474,2015,Ahmedabad,19-04-2015,CSK,RR,CSK,bat,"Sardar Patel Stadium, Motera",RR,125.2941176,106.0714286,17,14,2130,1485
475,2015,Bangalore,19-04-2015,MI,RCB,RCB,field,M Chinnaswamy Stadium,MI,121.8125,104.875,16,16,1949,1678
476,2015,Delhi,20-04-2015,DD,KKR,KKR,field,Feroz Shah Kotla,KKR,100.7142857,114.0769231,14,13,1410,1483
477,2015,Ahmedabad,21-04-2015,RR,KXIP,KXIP,field,"Sardar Patel Stadium, Motera",KXIP,106.0714286,93.5,14,14,1485,1309
478,2015,Visakhapatnam,22-04-2015,SH,KKR,KKR,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SH,102.5714286,114.0769231,14,13,1436,1483
479,2015,Bangalore,22-04-2015,CSK,RCB,RCB,field,M Chinnaswamy Stadium,CSK,125.2941176,104.875,17,16,2130,1678
480,2015,Delhi,23-04-2015,DD,MI,MI,field,Feroz Shah Kotla,DD,100.7142857,121.8125,14,16,1410,1949
481,2015,Ahmedabad,24-04-2015,RR,RCB,RCB,field,"Sardar Patel Stadium, Motera",RCB,106.0714286,104.875,14,16,1485,1678
482,2015,Mumbai,25-04-2015,MI,SH,MI,bat,Wankhede Stadium,MI,121.8125,102.5714286,16,14,1949,1436
483,2015,Chennai,25-04-2015,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,125.2941176,93.5,17,14,2130,1309
484,2015,Delhi,26-04-2015,DD,RCB,RCB,field,Feroz Shah Kotla,RCB,100.7142857,104.875,14,16,1410,1678
485,2015,Chandigarh,27-04-2015,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",SH,102.5714286,93.5,14,14,1436,1309
486,2015,Kolkata,07-05-2015,KKR,DD,KKR,bat,Eden Gardens,KKR,114.0769231,100.7142857,13,14,1483,1410
487,2015,Bangalore,29-04-2015,RCB,RR,RR,field,M Chinnaswamy Stadium,,104.875,106.0714286,16,14,1678,1485
488,2015,Chennai,28-04-2015,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",CSK,125.2941176,114.0769231,17,13,2130,1483
489,2015,Delhi,01-05-2015,KXIP,DD,DD,field,Feroz Shah Kotla,DD,93.5,100.7142857,14,14,1309,1410
490,2015,Mumbai,01-05-2015,MI,RR,RR,field,Wankhede Stadium,MI,121.8125,106.0714286,16,14,1949,1485
491,2015,Bangalore,02-05-2015,KKR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,114.0769231,104.875,13,16,1483,1678
492,2015,Hyderabad,02-05-2015,SH,CSK,CSK,field,"Rajiv Gandhi International Stadium, Uppal",SH,102.5714286,125.2941176,14,17,1436,2130
493,2015,Chandigarh,03-05-2015,MI,KXIP,MI,bat,"Punjab Cricket Association Stadium, Mohali",MI,121.8125,93.5,16,14,1949,1309
494,2015,Mumbai,03-05-2015,RR,DD,DD,field,Brabourne Stadium,RR,106.0714286,100.7142857,14,14,1485,1410
495,2015,Chennai,04-05-2015,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,125.2941176,104.875,17,16,2130,1678
496,2015,Kolkata,04-05-2015,KKR,SH,SH,field,Eden Gardens,KKR,114.0769231,102.5714286,13,14,1483,1436
497,2015,Mumbai,05-05-2015,DD,MI,DD,bat,Wankhede Stadium,MI,100.7142857,121.8125,14,16,1410,1949
498,2015,Bangalore,06-05-2015,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,RCB,104.875,93.5,16,14,1678,1309
499,2015,Mumbai,07-05-2015,SH,RR,RR,field,Brabourne Stadium,SH,102.5714286,106.0714286,14,14,1436,1485
500,2015,Chennai,08-05-2015,CSK,MI,CSK,bat,"MA Chidambaram Stadium, Chepauk",MI,125.2941176,121.8125,17,16,2130,1949
501,2015,Kolkata,09-05-2015,KXIP,KKR,KXIP,bat,Eden Gardens,KKR,93.5,114.0769231,14,13,1309,1483
502,2015,Raipur,09-05-2015,SH,DD,SH,bat,Shaheed Veer Narayan Singh International Stadium,SH,102.5714286,100.7142857,14,14,1436,1410
503,2015,Mumbai,10-05-2015,RCB,MI,RCB,bat,Wankhede Stadium,RCB,104.875,121.8125,16,16,1678,1949
504,2015,Chennai,10-05-2015,CSK,RR,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,125.2941176,106.0714286,17,14,2130,1485
505,2015,Hyderabad,11-05-2015,SH,KXIP,SH,bat,"Rajiv Gandhi International Stadium, Uppal",SH,102.5714286,93.5,14,14,1436,1309
506,2015,Raipur,12-05-2015,CSK,DD,CSK,bat,Shaheed Veer Narayan Singh International Stadium,DD,125.2941176,100.7142857,17,14,2130,1410
507,2015,Chandigarh,13-05-2015,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",KXIP,93.5,104.875,14,16,1309,1678
508,2015,Mumbai,14-05-2015,MI,KKR,KKR,field,Wankhede Stadium,MI,121.8125,114.0769231,16,13,1949,1483
509,2015,Hyderabad,15-05-2015,SH,RCB,SH,bat,"Rajiv Gandhi International Stadium, Uppal",RCB,102.5714286,104.875,14,16,1436,1678
510,2015,Chandigarh,16-05-2015,KXIP,CSK,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",CSK,93.5,125.2941176,14,17,1309,2130
511,2015,Mumbai,16-05-2015,RR,KKR,RR,bat,Brabourne Stadium,RR,106.0714286,114.0769231,14,13,1485,1483
512,2015,Bangalore,17-05-2015,DD,RCB,RCB,field,M Chinnaswamy Stadium,,100.7142857,104.875,14,16,1410,1678
513,2015,Hyderabad,17-05-2015,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",MI,102.5714286,121.8125,14,16,1436,1949
514,2015,Mumbai,19-05-2015,MI,CSK,MI,bat,Wankhede Stadium,MI,121.8125,125.2941176,16,17,1949,2130
515,2015,Pune,20-05-2015,RCB,RR,RCB,bat,Maharashtra Cricket Association Stadium,RCB,104.875,106.0714286,16,14,1678,1485
516,2015,Ranchi,22-05-2015,RCB,CSK,CSK,field,JSCA International Stadium Complex,CSK,104.875,125.2941176,16,17,1678,2130
517,2015,Kolkata,24-05-2015,MI,CSK,CSK,field,Eden Gardens,MI,121.8125,125.2941176,16,17,1949,2130
518,2016,Mumbai,09-04-2016,MI,RPS,MI,bat,Wankhede Stadium,RPS,109.7857143,85.78571429,14,14,1537,1201
519,2016,Kolkata,10-04-2016,DD,KKR,KKR,field,Eden Gardens,KKR,92.78571429,100.3333333,14,15,1299,1505
520,2016,Chandigarh,11-04-2016,KXIP,GL,GL,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",GL,89.5,106.5,14,16,1253,1704
521,2016,Bangalore,12-04-2016,RCB,SH,SH,field,M Chinnaswamy Stadium,RCB,117.1875,105.1176471,16,17,1875,1787
522,2016,Kolkata,13-04-2016,KKR,MI,MI,field,Eden Gardens,MI,100.3333333,109.7857143,15,14,1505,1537
523,2016,Rajkot,14-04-2016,RPS,GL,RPS,bat,Saurashtra Cricket Association Stadium,GL,85.78571429,106.5,14,16,1201,1704
524,2016,Delhi,15-04-2016,KXIP,DD,DD,field,Feroz Shah Kotla,DD,89.5,92.78571429,14,14,1253,1299
525,2016,Hyderabad,16-04-2016,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",KKR,105.1176471,100.3333333,17,15,1787,1505
526,2016,Mumbai,16-04-2016,MI,GL,GL,field,Wankhede Stadium,GL,109.7857143,106.5,14,16,1537,1704
527,2016,Chandigarh,17-04-2016,RPS,KXIP,RPS,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,85.78571429,89.5,14,14,1201,1253
528,2016,Bangalore,17-04-2016,RCB,DD,DD,field,M Chinnaswamy Stadium,DD,117.1875,92.78571429,16,14,1875,1299
529,2016,Hyderabad,18-04-2016,MI,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,109.7857143,105.1176471,14,17,1537,1787
530,2016,Chandigarh,19-04-2016,KXIP,KKR,KKR,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KKR,89.5,100.3333333,14,15,1253,1505
531,2016,Mumbai,20-04-2016,RCB,MI,MI,field,Wankhede Stadium,MI,117.1875,109.7857143,16,14,1875,1537
532,2016,Rajkot,21-04-2016,GL,SH,SH,field,Saurashtra Cricket Association Stadium,SH,106.5,105.1176471,16,17,1704,1787
533,2016,Pune,22-04-2016,RCB,RPS,RPS,field,Maharashtra Cricket Association Stadium,RCB,117.1875,85.78571429,16,14,1875,1201
534,2016,Delhi,23-04-2016,DD,MI,MI,field,Feroz Shah Kotla,DD,92.78571429,109.7857143,14,14,1299,1537
535,2016,Hyderabad,23-04-2016,KXIP,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,89.5,105.1176471,14,17,1253,1787
536,2016,Rajkot,24-04-2016,RCB,GL,RCB,bat,Saurashtra Cricket Association Stadium,GL,117.1875,106.5,16,16,1875,1704
537,2016,Pune,24-04-2016,RPS,KKR,KKR,field,Maharashtra Cricket Association Stadium,KKR,85.78571429,100.3333333,14,15,1201,1505
538,2016,Chandigarh,25-04-2016,MI,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",MI,109.7857143,89.5,14,14,1537,1253
539,2016,Hyderabad,26-04-2016,SH,RPS,RPS,field,"Rajiv Gandhi International Stadium, Uppal",RPS,105.1176471,85.78571429,17,14,1787,1201
540,2016,Delhi,27-04-2016,GL,DD,DD,field,Feroz Shah Kotla,GL,106.5,92.78571429,16,14,1704,1299
541,2016,Mumbai,28-04-2016,KKR,MI,MI,field,Wankhede Stadium,MI,100.3333333,109.7857143,15,14,1505,1537
542,2016,Pune,29-04-2016,RPS,GL,GL,field,Maharashtra Cricket Association Stadium,GL,85.78571429,106.5,14,16,1201,1704
543,2016,Delhi,30-04-2016,DD,KKR,KKR,field,Feroz Shah Kotla,DD,92.78571429,100.3333333,14,15,1299,1505
544,2016,Hyderabad,30-04-2016,SH,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",SH,105.1176471,117.1875,17,16,1787,1875
545,2016,Rajkot,01-05-2016,KXIP,GL,GL,field,Saurashtra Cricket Association Stadium,KXIP,89.5,106.5,14,16,1253,1704
546,2016,Pune,01-05-2016,RPS,MI,MI,field,Maharashtra Cricket Association Stadium,MI,85.78571429,109.7857143,14,14,1201,1537
547,2016,Bangalore,02-05-2016,RCB,KKR,KKR,field,M Chinnaswamy Stadium,KKR,117.1875,100.3333333,16,15,1875,1505
548,2016,Rajkot,03-05-2016,GL,DD,DD,field,Saurashtra Cricket Association Stadium,DD,106.5,92.78571429,16,14,1704,1299
549,2016,Kolkata,04-05-2016,KKR,KXIP,KXIP,field,Eden Gardens,KKR,100.3333333,89.5,15,14,1505,1253
550,2016,Delhi,05-05-2016,DD,RPS,RPS,field,Feroz Shah Kotla,RPS,92.78571429,85.78571429,14,14,1299,1201
551,2016,Hyderabad,06-05-2016,GL,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,106.5,105.1176471,16,17,1704,1787
552,2016,Bangalore,07-05-2016,RPS,RCB,RCB,field,M Chinnaswamy Stadium,RCB,85.78571429,117.1875,14,16,1201,1875
553,2016,Chandigarh,07-05-2016,KXIP,DD,DD,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,89.5,92.78571429,14,14,1253,1299
554,2016,Visakhapatnam,08-05-2016,SH,MI,MI,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SH,105.1176471,109.7857143,17,14,1787,1537
555,2016,Kolkata,08-05-2016,KKR,GL,GL,field,Eden Gardens,GL,100.3333333,106.5,15,16,1505,1704
556,2016,Chandigarh,09-05-2016,RCB,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",RCB,117.1875,89.5,16,14,1875,1253
557,2016,Visakhapatnam,10-05-2016,SH,RPS,SH,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SH,105.1176471,85.78571429,17,14,1787,1201
558,2016,Bangalore,11-05-2016,RCB,MI,MI,field,M Chinnaswamy Stadium,MI,117.1875,109.7857143,16,14,1875,1537
559,2016,Hyderabad,12-05-2016,SH,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",DD,105.1176471,92.78571429,17,14,1787,1299
560,2016,Visakhapatnam,13-05-2016,MI,KXIP,MI,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,KXIP,109.7857143,89.5,14,14,1537,1253
561,2016,Bangalore,14-05-2016,RCB,GL,GL,field,M Chinnaswamy Stadium,RCB,117.1875,106.5,16,16,1875,1704
562,2016,Kolkata,14-05-2016,RPS,KKR,RPS,bat,Eden Gardens,KKR,85.78571429,100.3333333,14,15,1201,1505
563,2016,Chandigarh,15-05-2016,KXIP,SH,KXIP,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",SH,89.5,105.1176471,14,17,1253,1787
564,2016,Visakhapatnam,15-05-2016,MI,DD,DD,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,109.7857143,92.78571429,14,14,1537,1299
565,2016,Kolkata,16-05-2016,KKR,RCB,RCB,field,Eden Gardens,RCB,100.3333333,117.1875,15,16,1505,1875
566,2016,Visakhapatnam,17-05-2016,DD,RPS,RPS,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RPS,92.78571429,85.78571429,14,14,1299,1201
567,2016,Bangalore,18-05-2016,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,RCB,117.1875,89.5,16,14,1875,1253
568,2016,Kanpur,19-05-2016,KKR,GL,GL,field,Green Park,GL,100.3333333,106.5,15,16,1505,1704
569,2016,Raipur,20-05-2016,SH,DD,DD,field,Shaheed Veer Narayan Singh International Stadium,DD,105.1176471,92.78571429,17,14,1787,1299
570,2016,Visakhapatnam,21-05-2016,KXIP,RPS,KXIP,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RPS,89.5,85.78571429,14,14,1253,1201
571,2016,Kanpur,21-05-2016,MI,GL,GL,field,Green Park,GL,109.7857143,106.5,14,16,1537,1704
572,2016,Kolkata,22-05-2016,KKR,SH,SH,field,Eden Gardens,KKR,100.3333333,105.1176471,15,17,1505,1787
573,2016,Raipur,22-05-2016,DD,RCB,RCB,field,Shaheed Veer Narayan Singh International Stadium,RCB,92.78571429,117.1875,14,16,1299,1875
574,2016,Bangalore,24-05-2016,GL,RCB,RCB,field,M Chinnaswamy Stadium,RCB,106.5,117.1875,16,16,1704,1875
575,2016,Delhi,25-05-2016,SH,KKR,KKR,field,Feroz Shah Kotla,SH,105.1176471,100.3333333,17,15,1787,1505
576,2016,Delhi,27-05-2016,GL,SH,SH,field,Feroz Shah Kotla,SH,106.5,105.1176471,16,17,1704,1787
577,2016,Bangalore,29-05-2016,SH,RCB,SH,bat,M Chinnaswamy Stadium,SH,105.1176471,117.1875,17,16,1787,1875
578,2017,Hyderabad,05-04-2017,SH,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",SH,104.3571429,89.92307692,14,13,1461,1169
579,2017,Pune,06-04-2017,MI,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,105.1176471,112.1875,17,16,1787,1795
580,2017,Rajkot,07-04-2017,GL,KKR,KKR,field,Saurashtra Cricket Association Stadium,KKR,97.14285714,102.6875,14,16,1360,1643
581,2017,Indore,08-04-2017,RPS,KXIP,KXIP,field,Holkar Cricket Stadium,KXIP,112.1875,102,16,14,1795,1428
582,2017,Bangalore,08-04-2017,RCB,DD,RCB,bat,M Chinnaswamy Stadium,RCB,89.92307692,103.5714286,13,14,1169,1450
583,2017,Hyderabad,09-04-2017,GL,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,97.14285714,104.3571429,14,14,1360,1461
584,2017,Mumbai,09-04-2017,KKR,MI,MI,field,Wankhede Stadium,MI,102.6875,105.1176471,16,17,1643,1787
585,2017,Indore,10-04-2017,RCB,KXIP,RCB,bat,Holkar Cricket Stadium,KXIP,89.92307692,102,13,14,1169,1428
586,2017,Pune,11-04-2017,DD,RPS,RPS,field,Maharashtra Cricket Association Stadium,DD,103.5714286,112.1875,14,16,1450,1795
587,2017,Mumbai,12-04-2017,SH,MI,MI,field,Wankhede Stadium,MI,104.3571429,105.1176471,14,17,1461,1787
